date,channel,campaign,impression,clicks,spend,attributed_revenue,ctr,cpc,roas
2025-05-17,google,google - display - c09,124932,5996,584.63,1796.97,0.04799410879518458,0.09750333555703802,3.0736876314934234
2025-05-17,google,google - non-branded search - c02,232887,11337,714.1,2380.87,0.04868026124257687,0.06298844491488048,3.3340848620641363
2025-05-17,google,google - non-branded search - c03,189707,9127,1945.84,6095.28,0.048111034384603624,0.2131960118330229,3.13246721210377
2025-05-17,google,google - non-branded search - c04,162900,6676,671.04,1977.03,0.04098219766728054,0.10051527860994607,2.946217811158798
2025-05-17,google,google - non-branded search - c05,250210,10508,2383.45,6665.03,0.04199672275288757,0.22682242101256184,2.796379198221066
2025-05-17,google,google - non-branded search - c06,147855,611,1037.89,1566.73,0.004132427040005411,1.6986743044189854,1.509533765620634
2025-05-17,google,google - non-branded search - c10,294394,14245,1191.83,3572.58,0.0483875350720463,0.08366654966654966,2.9975583766141147
2025-05-17,tiktok,tiktok - retargeting - c01,182920,3121,1447.52,5122.74,0.01706210365186967,0.463800064082025,3.538977008953244
2025-05-17,tiktok,tiktok - retargeting - c02,94431,1404,1033.46,3243.08,0.01486799885630778,0.7360826210826211,3.1380798482766625
2025-05-17,tiktok,tiktok - retargeting - c03,103512,1270,968.99,2386.86,0.012269108895586986,0.762984251968504,2.463245234728945
2025-05-17,tiktok,tiktok - retargeting - c07,220199,3618,1964.85,5637.21,0.0164305923278489,0.5430762852404644,2.86902817008932
2025-05-17,tiktok,tiktok - retargeting - c10,126090,2146,647.3,2064.6,0.017019589182330083,0.3016309412861137,3.1895566198053453
2025-05-17,tiktok,tiktok - spark ads - c04,100475,1332,934.04,2322.18,0.013257029111719333,0.7012312312312312,2.486167615947925
2025-05-17,tiktok,tiktok - spark ads - c05,158525,1903,1004.83,2321.22,0.012004415707301687,0.5280241723594324,2.310062398614691
2025-05-17,tiktok,tiktok - spark ads - c06,93218,1359,551.15,1401.22,0.014578729429938424,0.40555555555555556,2.5423568901388007
2025-05-17,tiktok,tiktok - spark ads - c08,138629,2259,1265.29,3705.61,0.016295291749922454,0.5601106684373617,2.928664574919584
2025-05-17,tiktok,tiktok - spark ads - c09,244305,4046,1404.65,3956.43,0.01656126563107591,0.3471700444883836,2.816666073399067
2025-05-18,facebook,facebook - asc - c01,167700,2635,1169.83,3317.04,0.01571258199165176,0.4439582542694497,2.8354889171930964
2025-05-18,facebook,facebook - asc - c05,95873,1037,918.17,2165.55,0.010816392519270284,0.8854098360655738,2.3585501595565095
2025-05-18,facebook,facebook - asc - c06,184673,2517,2483.4,6281.39,0.0136294964613127,0.9866507747318236,2.529350889908996
2025-05-18,facebook,facebook - asc - c07,219970,3594,2742.29,7831.99,0.016338591626130838,0.7630189204229271,2.856003559069245
2025-05-18,facebook,facebook - asc - c10,150334,1665,1376.87,3234.12,0.011075338912022564,0.8269489489489489,2.348892778548447
2025-05-18,facebook,facebook - prospecting - c02,214040,2793,1575.7,4317.8,0.01304896281068959,0.5641604010025063,2.740242431935013
2025-05-18,facebook,facebook - prospecting - c03,107831,1234,1337.6,3439.31,0.011443833405977873,1.0839546191247973,2.571254485645933
2025-05-18,facebook,facebook - prospecting - c04,137350,2189,1813.37,5700.86,0.015937386239534036,0.8284010963910461,3.143793048302332
2025-05-18,facebook,facebook - prospecting - c08,187648,2972,2199.76,5539.56,0.015838165075034105,0.7401615074024227,2.518256537076772
2025-05-18,facebook,facebook - prospecting - c09,222080,2661,1875.65,4553.26,0.011982168587896254,0.7048665915069523,2.4275637778903314
2025-05-18,google,google - display - c01,124627,5182,1155.82,4301.39,0.0415800749436318,0.2230451563103049,3.7215050786454644
2025-05-18,google,google - display - c07,120763,4975,868.78,2750.9,0.04119639293492212,0.17462914572864321,3.1663942540113723
2025-05-18,google,google - display - c08,223755,10626,2014.52,6737.42,0.04748944157672454,0.18958403914925653,3.3444294422492704
2025-05-18,google,google - display - c09,267381,11195,1576.39,5020.69,0.041869093166679756,0.14081196962929882,3.1849288564378098
2025-05-18,google,google - non-branded search - c02,131395,5902,600.92,2194.86,0.0449179953575098,0.10181633344628939,3.6524995007654932
2025-05-18,google,google - non-branded search - c03,219372,10293,1351.55,4566.64,0.04692029976478311,0.13130768483435343,3.378816913913655
2025-05-18,google,google - non-branded search - c04,192422,8105,1147.36,3363.37,0.04212096329941483,0.1415619987661937,2.931399037791103
2025-05-18,google,google - non-branded search - c05,258552,10824,1574.69,5908.79,0.04186391905690151,0.14548133776792313,3.752351256437775
2025-05-18,google,google - non-branded search - c06,145321,593,624.08,1047.4,0.004080621520633632,1.0524114671163576,1.67831047301628
2025-05-18,google,google - non-branded search - c10,196940,9139,1277.69,4810.32,0.046404996445617956,0.13980632454316666,3.7648568901689763
2025-05-18,tiktok,tiktok - retargeting - c01,277408,4345,2645.03,7723.98,0.01566285038643442,0.6087525891829689,2.9201861604594272
2025-05-18,tiktok,tiktok - retargeting - c02,169438,2920,1325.61,4170.41,0.017233442321084997,0.45397602739726023,3.1460308838949618
2025-05-18,tiktok,tiktok - retargeting - c03,119095,1549,1110.97,2718.01,0.013006423443469499,0.7172175597159458,2.4465197080029166
2025-05-18,tiktok,tiktok - retargeting - c07,115613,1793,762.15,2167.6,0.015508636572011798,0.4250697155605131,2.8440595683264447
2025-05-18,tiktok,tiktok - retargeting - c10,134082,2006,1363.66,3701.8,0.014960994018585642,0.679790628115653,2.7146062801578106
2025-05-18,tiktok,tiktok - spark ads - c04,211731,2804,1351.96,3176.05,0.013243218990133707,0.4821540656205421,2.3492189118021245
2025-05-18,tiktok,tiktok - spark ads - c05,173756,2101,1392.79,3220.18,0.012091668776905545,0.6629176582579723,2.3120355545344236
2025-05-18,tiktok,tiktok - spark ads - c06,139695,2312,778.25,2025.34,0.016550341816099358,0.336613321799308,2.602428525538066
2025-05-18,tiktok,tiktok - spark ads - c08,234099,3641,1941.9,5678.68,0.015553248839166336,0.5333424883273826,2.92429064318451
2025-05-18,tiktok,tiktok - spark ads - c09,114243,1762,602.41,2012.87,0.01542326444508635,0.3418898978433598,3.341362195182683
2025-05-19,facebook,facebook - asc - c01,132781,2045,1775.26,5250.54,0.01540129988477267,0.8680977995110024,2.957617475750031
2025-05-19,facebook,facebook - asc - c05,158003,1740,1050.47,2348.57,0.011012449130712709,0.6037183908045978,2.2357325768465546
2025-05-19,facebook,facebook - asc - c06,134900,2138,1170.64,3598.32,0.015848776871756856,0.5475397567820394,3.0738057814528803
2025-05-19,facebook,facebook - asc - c07,117020,1913,1012.36,2638.5,0.016347632883267817,0.5292002090956612,2.6062863013157376
2025-05-19,facebook,facebook - asc - c10,177628,2283,2090.79,5791.9,0.012852703402616704,0.91580814717477,2.7701969112153777
2025-05-19,facebook,facebook - prospecting - c02,109150,1271,820.33,2332.67,0.011644525881814017,0.6454209284028325,2.843575146587349
2025-05-19,facebook,facebook - prospecting - c03,232649,2664,3465.87,7393.95,0.011450726201273163,1.3010022522522522,2.1333604549507053
2025-05-19,facebook,facebook - prospecting - c04,107427,1732,997.11,2861.05,0.016122576261088924,0.5756986143187067,2.869342399534655
2025-05-19,facebook,facebook - prospecting - c08,120119,1896,1363.89,4008.97,0.015784347189037536,0.7193512658227849,2.939364611515591
2025-05-19,facebook,facebook - prospecting - c09,310877,3603,2549.62,6257.57,0.011589792747614009,0.7076380793782958,2.454314760630996
2025-05-19,google,google - display - c01,321754,14764,2864.57,9123.52,0.04588598743139168,0.19402397724193987,3.1849527154162756
2025-05-19,google,google - display - c07,124256,5536,867.8,2674.53,0.04455318053051764,0.1567557803468208,3.0819658907582395
2025-05-19,google,google - display - c08,94755,4198,740.56,2351.56,0.04430373067384307,0.17640781324440208,3.175380792913471
2025-05-19,google,google - display - c09,138291,6626,1015.87,3443.19,0.047913457853367175,0.15331572592816178,3.389400218531899
2025-05-19,google,google - non-branded search - c02,162016,6846,1346.07,4060.13,0.042255085917440253,0.1966213847502191,3.016284442859584
2025-05-19,google,google - non-branded search - c03,164903,7413,890.5,3180.4,0.044953700053971125,0.1201268042627816,3.571476698483998
2025-05-19,google,google - non-branded search - c04,109700,4969,1075.44,3035.74,0.04529626253418414,0.2164298651640169,2.822788812021126
2025-05-19,google,google - non-branded search - c05,261575,11375,930.61,3395.39,0.04348657172894963,0.08181186813186814,3.648563845219802
2025-05-19,google,google - non-branded search - c06,113064,419,1126.5,1975.9,0.00370586570437982,2.68854415274463,1.7540168664003553
2025-05-19,google,google - non-branded search - c10,189554,8819,1227.48,3803.35,0.046525000791331234,0.13918584873568432,3.098502623260664
2025-05-19,tiktok,tiktok - retargeting - c01,165423,2821,1758.43,6039.97,0.017053251361660714,0.623335696561503,3.4348651922453555
2025-05-19,tiktok,tiktok - retargeting - c02,188296,3130,1231.54,3614.5,0.016622764158558866,0.39346325878594246,2.934943241794826
2025-05-19,tiktok,tiktok - retargeting - c03,147685,1820,1699.95,3800.7,0.012323526424484544,0.9340384615384616,2.235771640342363
2025-05-19,tiktok,tiktok - retargeting - c07,244192,3966,1802.41,4622.18,0.01624131830690604,0.4544654563792234,2.5644442718360416
2025-05-19,tiktok,tiktok - retargeting - c10,115823,1934,726.03,1863.77,0.016697892473860977,0.37540330920372283,2.5670702312576616
2025-05-19,tiktok,tiktok - spark ads - c04,156873,2167,860.16,1817.95,0.013813721927928962,0.3969358560221504,2.113502139136905
2025-05-19,tiktok,tiktok - spark ads - c05,90211,1061,649.74,1359.12,0.011761315138952013,0.6123845428840716,2.0917905623787973
2025-05-19,tiktok,tiktok - spark ads - c06,67899,1019,308.9,864.84,0.015007584795063256,0.3031403336604514,2.7997410165101977
2025-05-19,tiktok,tiktok - spark ads - c08,143304,2394,1546.66,5000.19,0.016705744431418524,0.6460568086883877,3.2328954004112083
2025-05-19,tiktok,tiktok - spark ads - c09,168060,2829,972.48,2960.39,0.016833273830774723,0.34375397667020147,3.0441654327081276
2025-05-20,facebook,facebook - asc - c01,115201,1634,987.1,2409.58,0.014183904653605438,0.6041003671970624,2.4410698004254887
2025-05-20,facebook,facebook - asc - c05,63812,841,384.73,814.22,0.013179339309220836,0.4574673008323425,2.1163413302835754
2025-05-20,facebook,facebook - asc - c06,110855,1648,654.14,1780.5,0.014866266744846871,0.3969296116504854,2.721894395695111
2025-05-20,facebook,facebook - asc - c07,236486,3572,1727.89,5497.99,0.015104488214947184,0.48373180291153417,3.181909728049818
2025-05-20,facebook,facebook - asc - c10,166459,1845,1879.53,4580.58,0.01108381042779303,1.0187154471544715,2.437087995403106
2025-05-20,facebook,facebook - prospecting - c02,169409,1876,1050.86,2967.2,0.011073791829241657,0.5601599147121534,2.8235921055135793
2025-05-20,facebook,facebook - prospecting - c03,160577,1791,1724.63,4152.58,0.011153527591124507,0.9629424902289224,2.407809211251109
2025-05-20,facebook,facebook - prospecting - c04,171249,2551,1101.28,3477.94,0.014896437351458987,0.4317052136417091,3.158088769431934
2025-05-20,facebook,facebook - prospecting - c08,250350,3431,2696.2,7495.04,0.013704813261433992,0.7858350335179247,2.7798531266226543
2025-05-20,facebook,facebook - prospecting - c09,198156,2571,2521.79,6238.82,0.012974626052201297,0.9808595877090626,2.4739649217420956
2025-05-20,google,google - display - c01,254380,10954,1122.68,3801.75,0.04306156144350971,0.10249041446047107,3.3863166708233865
2025-05-20,google,google - display - c07,268411,11035,785.54,2297.09,0.04111232401056589,0.07118622564567285,2.9242177355704357
2025-05-20,google,google - display - c08,147911,7031,990.3,3291.02,0.04753534219902509,0.1408476745839852,3.3232555791174394
2025-05-20,google,google - display - c09,158280,7690,576.2,1615.46,0.04858478645438463,0.07492847854356308,2.8036445678583823
2025-05-20,google,google - non-branded search - c02,162335,7154,755.49,2146.04,0.0440693627375489,0.10560385798154878,2.8405935220850043
2025-05-20,google,google - non-branded search - c03,107834,4512,651.0,1948.42,0.04184209062076896,0.14428191489361702,2.992964669738863
2025-05-20,google,google - non-branded search - c04,178591,7953,744.19,2628.13,0.04453191930164454,0.09357349427888847,3.5315309262419543
2025-05-20,google,google - non-branded search - c05,141580,6290,604.81,1794.58,0.04442717898008193,0.09615421303656597,2.9671797754666756
2025-05-20,google,google - non-branded search - c06,322717,1361,987.52,1662.51,0.004217317339960398,0.7255841293166789,1.6835203337653921
2025-05-20,google,google - non-branded search - c10,104885,4410,1021.5,2731.8,0.04204605043619202,0.2316326530612245,2.674302496328928
2025-05-20,tiktok,tiktok - retargeting - c01,137172,2048,1229.36,3437.64,0.014930160674190068,0.6002734375,2.796284245461053
2025-05-20,tiktok,tiktok - retargeting - c02,116396,1740,1024.97,3051.09,0.014948967318464552,0.5890632183908047,2.9767602954232806
2025-05-20,tiktok,tiktok - retargeting - c03,177294,2118,1302.41,3127.75,0.011946258756641511,0.6149244570349387,2.401509509294308
2025-05-20,tiktok,tiktok - retargeting - c07,85547,1438,595.88,1817.25,0.01680947315510772,0.41438108484005565,3.049691212995905
2025-05-20,tiktok,tiktok - retargeting - c10,104895,1512,1007.64,3350.11,0.014414414414414415,0.6664285714285714,3.324709221547378
2025-05-20,tiktok,tiktok - spark ads - c04,109735,1433,749.56,2024.6,0.013058732400783707,0.5230704815073273,2.701051283419606
2025-05-20,tiktok,tiktok - spark ads - c05,275712,3880,2118.92,5311.33,0.014072655524605385,0.5461134020618557,2.506621297642195
2025-05-20,tiktok,tiktok - spark ads - c06,92431,1355,406.92,1050.32,0.014659583905832458,0.300309963099631,2.5811461712375894
2025-05-20,tiktok,tiktok - spark ads - c08,108023,1713,1141.65,3461.62,0.01585773400109236,0.6664623467600701,3.032120176936889
2025-05-20,tiktok,tiktok - spark ads - c09,114561,1719,673.07,2215.26,0.01500510644983895,0.3915474112856312,3.2912772817091835
2025-05-21,facebook,facebook - asc - c01,101433,1500,994.24,2607.73,0.01478808671734051,0.6628266666666667,2.6228375442549083
2025-05-21,facebook,facebook - asc - c05,231258,2866,3434.59,7752.29,0.01239308477976978,1.1983914863921843,2.257122393065839
2025-05-21,facebook,facebook - asc - c06,247933,3766,2078.38,6174.82,0.015189587509528785,0.5518799787573022,2.9709773958563876
2025-05-21,facebook,facebook - asc - c07,119995,1937,1581.41,4247.58,0.016142339264136007,0.8164223025296852,2.685944821393566
2025-05-21,facebook,facebook - asc - c10,91486,1191,1100.56,3012.27,0.013018385326716656,0.924063811922754,2.7370338736643163
2025-05-21,facebook,facebook - prospecting - c02,228861,2934,1637.05,3522.86,0.01282000865153958,0.5579584185412406,2.1519562627897746
2025-05-21,facebook,facebook - prospecting - c03,88673,1132,1166.24,3041.6,0.012766005435701961,1.0302473498233216,2.608039511592811
2025-05-21,facebook,facebook - prospecting - c04,263332,3559,3254.65,8919.84,0.013515258305105343,0.9144844057319472,2.7406449234172645
2025-05-21,facebook,facebook - prospecting - c08,140445,2125,1084.45,2680.77,0.015130478123108691,0.5103294117647059,2.4720088524136656
2025-05-21,facebook,facebook - prospecting - c09,221379,2830,1819.01,4549.21,0.01278350701737744,0.6427597173144877,2.5009263280575698
2025-05-21,google,google - display - c01,134993,5648,988.37,3517.97,0.0418392064773729,0.17499468838526913,3.5593654198326536
2025-05-21,google,google - display - c07,145062,6520,1046.95,3713.04,0.04494629882395114,0.16057515337423314,3.5465303978222456
2025-05-21,google,google - display - c08,200273,8177,788.05,3006.25,0.04082926804911296,0.09637397578574049,3.8147960154812512
2025-05-21,google,google - display - c09,282894,11489,1470.08,4874.24,0.04061238485086287,0.12795543563408476,3.3156290814105356
2025-05-21,google,google - non-branded search - c02,191042,8464,767.98,2098.89,0.04430439379822238,0.09073487712665407,2.73300085939738
2025-05-21,google,google - non-branded search - c03,170712,7546,1344.55,4655.4,0.04420310230095131,0.17818049297641134,3.4624223717972553
2025-05-21,google,google - non-branded search - c04,214981,10128,1369.08,3785.32,0.04711114005423735,0.13517772511848342,2.764863996260263
2025-05-21,google,google - non-branded search - c05,264872,11742,2548.0,6933.39,0.044330846597601864,0.2169988076988588,2.7211106750392466
2025-05-21,google,google - non-branded search - c06,183864,764,1584.3,2759.28,0.004155245181220902,2.0736910994764397,1.7416398409392162
2025-05-21,google,google - non-branded search - c10,118536,5359,1137.13,3438.33,0.04520989404062901,0.21219070722149658,3.0236912226394517
2025-05-21,tiktok,tiktok - retargeting - c01,111160,1698,832.01,2912.44,0.01527527887729399,0.48999411071849236,3.500486772995517
2025-05-21,tiktok,tiktok - retargeting - c02,158070,2321,591.07,1729.74,0.014683368128044537,0.25466178371391646,2.9264554113725953
2025-05-21,tiktok,tiktok - retargeting - c03,266589,3594,1547.81,3412.28,0.013481426465458064,0.43066499721758483,2.204585834178614
2025-05-21,tiktok,tiktok - retargeting - c07,135024,2208,1395.77,3956.8,0.016352648418059012,0.6321422101449276,2.834851014135567
2025-05-21,tiktok,tiktok - retargeting - c10,80555,1367,846.76,2692.23,0.016969772205325553,0.6194294074615947,3.179448722188105
2025-05-21,tiktok,tiktok - spark ads - c04,162621,1950,1601.65,4479.52,0.011991071263858911,0.8213589743589744,2.796815783723036
2025-05-21,tiktok,tiktok - spark ads - c05,99340,1167,501.03,1233.68,0.011747533722568955,0.42933161953727506,2.4622876873640305
2025-05-21,tiktok,tiktok - spark ads - c06,192993,3017,2022.9,6072.75,0.015632691341136724,0.6705004971826318,3.0020020762271984
2025-05-21,tiktok,tiktok - spark ads - c08,95226,1624,1050.09,2711.49,0.017054165879066642,0.6466071428571428,2.582150101419878
2025-05-21,tiktok,tiktok - spark ads - c09,243922,3810,1216.98,3577.08,0.015619747296266839,0.3194173228346457,2.939308780752354
2025-05-22,facebook,facebook - asc - c01,364349,5045,3057.92,9265.95,0.013846614098021402,0.6061288404360753,3.0301479437002934
2025-05-22,facebook,facebook - asc - c05,91451,993,1153.41,2777.35,0.010858273829701151,1.1615407854984896,2.4079468705837472
2025-05-22,facebook,facebook - asc - c06,200555,3233,1249.83,3180.01,0.016120266261125376,0.3865852149706155,2.5443540321483726
2025-05-22,facebook,facebook - asc - c07,81101,1195,558.35,1621.06,0.014734713505382177,0.4672384937238494,2.9033043789737616
2025-05-22,facebook,facebook - asc - c10,157426,1931,1315.55,3227.33,0.012266080571189003,0.6812791299844639,2.4532172855459695
2025-05-22,facebook,facebook - prospecting - c02,149642,1733,1026.93,2325.92,0.011580973256171396,0.5925735718407387,2.2649255548089937
2025-05-22,facebook,facebook - prospecting - c03,196134,2183,1244.9,2544.18,0.011130145716703886,0.5702702702702703,2.0436822234717646
2025-05-22,facebook,facebook - prospecting - c04,283657,4395,3768.7,9832.01,0.015494065015141526,0.8574971558589306,2.608859819035742
2025-05-22,facebook,facebook - prospecting - c08,183215,2885,1018.98,2673.28,0.01574652730398712,0.3531993067590988,2.6234862313293688
2025-05-22,facebook,facebook - prospecting - c09,151139,1754,1186.76,2595.99,0.011605211097069586,0.6766020524515394,2.1874599750581414
2025-05-22,google,google - display - c01,96779,4350,675.16,2194.11,0.04494776759420949,0.15520919540229886,3.2497630191362052
2025-05-22,google,google - display - c07,166827,6904,1088.23,3827.72,0.04138418841074886,0.1576231170336037,3.5173814359096878
2025-05-22,google,google - display - c08,235272,11581,827.82,3091.11,0.04922387704444218,0.07148087384509111,3.7340363847213163
2025-05-22,google,google - display - c09,223311,10754,849.37,2763.48,0.04815705451142129,0.07898177422354473,3.2535644065601566
2025-05-22,google,google - non-branded search - c02,196539,8381,1306.11,4379.9,0.04264293600761172,0.155841784989858,3.3533928995260736
2025-05-22,google,google - non-branded search - c03,141438,6514,564.74,1901.49,0.04605551549088647,0.08669634633097943,3.367018450968587
2025-05-22,google,google - non-branded search - c04,136560,6186,734.09,2679.6,0.045298769771528996,0.11866957646298093,3.650233622580337
2025-05-22,google,google - non-branded search - c05,324577,13500,1346.06,4853.91,0.041592595901742885,0.09970814814814814,3.6060131049136
2025-05-22,google,google - non-branded search - c06,165263,641,1348.59,1819.75,0.0038786661261141333,2.103884555382215,1.3493723073728858
2025-05-22,google,google - non-branded search - c10,120471,5434,761.4,2184.66,0.04510629114060645,0.14011777695988223,2.869267139479905
2025-05-22,tiktok,tiktok - retargeting - c01,212094,3265,1585.38,5036.12,0.015394117702528125,0.4855681470137826,3.1766011934047356
2025-05-22,tiktok,tiktok - retargeting - c02,101577,1500,784.47,2332.92,0.014767122478513837,0.52298,2.973880454319477
2025-05-22,tiktok,tiktok - retargeting - c03,146782,1787,734.46,1952.58,0.012174517311386955,0.4110016787912703,2.6585246303406582
2025-05-22,tiktok,tiktok - retargeting - c07,134748,2096,679.9,1820.99,0.015554961854721406,0.3243797709923664,2.678320341226651
2025-05-22,tiktok,tiktok - retargeting - c10,87902,1305,874.72,2992.0,0.014846078587517918,0.6702835249042146,3.4205231388329977
2025-05-22,tiktok,tiktok - spark ads - c04,116827,1473,575.98,1490.25,0.012608386759909952,0.39102511880515956,2.5873294211604567
2025-05-22,tiktok,tiktok - spark ads - c05,144487,1694,756.5,1632.12,0.011724238166755486,0.44657615112160565,2.157461996034369
2025-05-22,tiktok,tiktok - spark ads - c06,198353,3454,1336.5,3927.04,0.0174133993435945,0.3869426751592357,2.9383015338570893
2025-05-22,tiktok,tiktok - spark ads - c08,90458,1316,829.6,2623.28,0.014548188109398837,0.6303951367781155,3.162102217936355
2025-05-22,tiktok,tiktok - spark ads - c09,161574,2584,1874.17,4952.38,0.015992672088331043,0.7252979876160991,2.6424390530208037
2025-05-23,facebook,facebook - asc - c01,161201,2410,2246.92,6257.68,0.014950279464767588,0.932331950207469,2.785003471418653
2025-05-23,facebook,facebook - asc - c05,248376,3194,3230.04,6897.73,0.012859535542886592,1.0112836568566062,2.1354936780968656
2025-05-23,facebook,facebook - asc - c06,125972,1993,1728.41,5090.33,0.015820976089924745,0.8672403411941797,2.9450940459728883
2025-05-23,facebook,facebook - asc - c07,141399,2075,933.91,2713.77,0.014674785535965601,0.45007710843373494,2.9058153355248364
2025-05-23,facebook,facebook - asc - c10,191790,2489,2061.7,5405.31,0.012977736065488294,0.828324628364805,2.6217732938836886
2025-05-23,facebook,facebook - prospecting - c02,315676,3645,2903.97,6160.64,0.011546649095908463,0.7966995884773662,2.1214544227385272
2025-05-23,facebook,facebook - prospecting - c03,104808,1280,751.92,1850.15,0.012212808182581482,0.5874375,2.4605676135759125
